Tempo;Missile_X;Missile_Y;Missile_Z;Velocita_M_Tot;Target_X;Target_Y;Target_Z;Distanza;Drag_N;Carburante_Residuo;G_Load
2.450;2271.41;144.39;870.25;691.36;2265.04;2150.64;1626.04;2147.27;29.06;3.50;29.35
2.460;2268.71;146.56;876.28;693.46;2262.06;2151.26;1626.56;2143.90;29.22;3.40;29.56
2.470;2265.99;148.76;882.32;695.55;2259.09;2151.89;1627.09;2140.51;29.38;3.30;29.77
2.480;2263.26;150.98;888.36;697.63;2256.11;2152.51;1627.61;2137.11;29.53;3.20;29.97
2.490;2260.51;153.23;894.42;699.70;2253.14;2153.14;1628.14;2133.70;29.69;3.10;30.18
2.500;2257.74;155.49;900.48;701.77;2250.16;2153.76;1628.66;2130.27;29.84;3.00;30.39
2.510;2254.95;157.79;906.54;703.83;2247.19;2154.39;1629.19;2126.83;29.99;2.90;30.60
2.520;2252.14;160.10;912.62;705.87;2244.21;2155.01;1629.71;2123.37;30.15;2.80;30.81
2.530;2249.32;162.44;918.69;707.91;2241.24;2155.64;1630.24;2119.90;30.30;2.70;31.02
2.540;2246.48;164.81;924.78;709.94;2238.26;2156.26;1630.76;2116.41;30.45;2.60;31.23
2.550;2243.62;167.19;930.87;711.97;2235.29;2156.89;1631.29;2112.91;30.60;2.50;31.45
2.560;2240.74;169.61;936.97;713.98;2232.32;2157.52;1631.82;2109.39;30.75;2.40;31.66
2.570;2237.85;172.04;943.07;715.98;2229.34;2158.14;1632.34;2105.87;30.91;2.30;31.87
2.580;2234.94;174.50;949.18;717.98;2226.37;2158.77;1632.87;2102.32;31.06;2.20;32.09
2.590;2232.01;176.99;955.29;719.97;2223.39;2159.39;1633.39;2098.76;31.21;2.10;32.30
2.600;2229.06;179.50;961.40;721.94;2220.42;2160.02;1633.92;2095.19;31.35;2.00;32.52
2.610;2226.10;182.04;967.53;723.91;2217.45;2160.65;1634.45;2091.60;31.50;1.90;32.74
2.620;2223.11;184.60;973.65;725.87;2214.47;2161.27;1634.97;2088.00;31.65;1.80;32.96
2.630;2220.12;187.19;979.78;727.83;2211.50;2161.90;1635.50;2084.38;31.80;1.70;33.18
2.640;2217.10;189.80;985.91;729.77;2208.52;2162.52;1636.02;2080.75;31.95;1.60;33.40
2.650;2214.06;192.44;992.05;731.70;2205.55;2163.15;1636.55;2077.10;32.09;1.50;33.62
2.660;2211.01;195.10;998.19;733.63;2202.58;2163.78;1637.08;2073.44;32.24;1.40;33.84
2.670;2207.94;197.79;1004.33;735.54;2199.60;2164.40;1637.60;2069.77;32.38;1.30;34.06
2.680;2204.86;200.50;1010.48;737.45;2196.63;2165.03;1638.13;2066.08;32.53;1.20;34.28
2.690;2201.75;203.25;1016.63;739.35;2193.66;2165.66;1638.66;2062.37;32.67;1.10;34.51
2.700;2198.63;206.01;1022.78;741.24;2190.69;2166.29;1639.19;2058.65;32.82;1.00;34.73
2.710;2195.49;208.81;1028.93;743.12;2187.71;2166.91;1639.71;2054.92;32.96;0.90;34.96
2.720;2192.34;211.63;1035.08;744.99;2184.74;2167.54;1640.24;2051.17;33.10;0.80;35.00
2.730;2189.17;214.47;1041.24;746.87;2181.77;2168.17;1640.77;2047.40;33.24;0.70;35.00
2.740;2185.98;217.35;1047.40;748.75;2178.79;2168.79;1641.29;2043.63;33.39;0.60;35.00
2.750;2182.77;220.25;1053.56;750.63;2175.82;2169.42;1641.82;2039.83;33.53;0.50;35.00
2.760;2179.55;223.17;1059.72;752.53;2172.85;2170.05;1642.35;2036.02;33.68;0.40;35.00
2.770;2176.31;226.13;1065.88;754.43;2169.88;2170.68;1642.88;2032.20;33.82;0.30;35.00
2.780;2173.05;229.11;1072.05;756.33;2166.91;2171.31;1643.41;2028.36;33.97;0.20;35.00
2.790;2169.78;232.12;1078.21;758.25;2163.93;2171.93;1643.93;2024.51;34.12;0.10;35.00
2.800;2166.49;235.15;1084.38;760.17;2160.96;2172.56;1644.46;2020.64;34.26;0.00;35.00
2.810;2163.20;238.19;1090.51;762.09;2157.99;2173.19;1644.99;2016.75;34.41;0.00;35.00
2.820;2159.92;241.25;1096.61;759.63;2155.02;2173.82;1645.52;2012.88;34.17;0.00;35.00
2.830;2156.63;244.31;1102.68;757.17;2152.05;2174.45;1646.05;2009.02;33.92;0.00;35.00
2.840;2153.35;247.38;1108.71;754.72;2149.08;2175.08;1646.58;2005.17;33.68;0.00;35.00
2.850;2150.07;250.46;1114.71;752.26;2146.10;2175.70;1647.10;2001.33;33.43;0.00;35.00
2.860;2146.80;253.55;1120.68;749.82;2143.13;2176.33;1647.63;1997.50;33.19;0.00;35.00
2.870;2143.52;256.65;1126.61;747.37;2140.16;2176.96;1648.16;1993.69;32.95;0.00;35.00
2.880;2140.25;259.76;1132.50;744.93;2137.19;2177.59;1648.69;1989.88;32.72;0.00;35.00
2.890;2136.98;262.87;1138.36;742.50;2134.22;2178.22;1649.22;1986.09;32.48;0.00;35.00
2.900;2133.71;266.00;1144.19;740.07;2131.25;2178.85;1649.75;1982.31;32.25;0.00;35.00
2.910;2130.45;269.13;1149.99;737.64;2128.28;2179.48;1650.28;1978.53;32.01;0.00;34.90
2.920;2127.18;272.28;1155.75;735.22;2125.31;2180.11;1650.81;1974.77;31.78;0.00;34.66
2.930;2123.92;275.43;1161.47;732.82;2122.34;2180.74;1651.34;1971.02;31.55;0.00;34.42
2.940;2120.66;278.59;1167.17;730.45;2119.37;2181.37;1651.87;1967.28;31.33;0.00;34.19
2.950;2117.41;281.75;1172.82;728.09;2116.40;2182.00;1652.40;1963.54;31.11;0.00;33.96
2.960;2114.15;284.93;1178.45;725.75;2113.43;2182.63;1652.93;1959.82;30.89;0.00;33.73
2.970;2110.90;288.11;1184.05;723.43;2110.46;2183.26;1653.46;1956.11;30.67;0.00;33.50
2.980;2107.65;291.30;1189.61;721.14;2107.48;2183.88;1653.98;1952.41;30.45;0.00;33.28
2.990;2104.40;294.50;1195.14;718.86;2104.51;2184.51;1654.51;1948.72;30.24;0.00;33.06
3.000;2101.15;297.71;1200.63;716.59;2101.55;2185.15;1655.05;1945.04;30.03;0.00;32.83
3.010;2097.91;300.92;1206.10;714.35;2098.58;2185.78;1655.58;1941.37;29.83;0.00;32.62
3.020;2094.67;304.15;1211.53;712.13;2095.61;2186.41;1656.11;1937.70;29.62;0.00;32.40
3.030;2091.43;307.38;1216.93;709.92;2092.64;2187.04;1656.64;1934.05;29.42;0.00;32.19
3.040;2088.19;310.61;1222.30;707.73;2089.67;2187.67;1657.17;1930.41;29.22;0.00;31.97
3.050;2084.96;313.85;1227.64;705.56;2086.70;2188.30;1657.70;1926.77;29.02;0.00;31.76
3.060;2081.72;317.10;1232.94;703.41;2083.73;2188.93;1658.23;1923.15;28.83;0.00;31.56
3.070;2078.49;320.36;1238.22;701.27;2080.76;2189.56;1658.76;1919.53;28.63;0.00;31.35
3.080;2075.26;323.62;1243.46;699.16;2077.79;2190.19;1659.29;1915.92;28.44;0.00;31.14
3.090;2072.04;326.89;1248.68;697.05;2074.82;2190.82;1659.82;1912.32;28.26;0.00;30.94
3.100;2068.81;330.17;1253.86;694.97;2071.85;2191.45;1660.35;1908.74;28.07;0.00;30.74
3.110;2065.59;333.45;1259.02;692.90;2068.88;2192.08;1660.88;1905.15;27.89;0.00;30.54
3.120;2062.37;336.74;1264.14;690.85;2065.91;2192.71;1661.41;1901.58;27.70;0.00;30.35
3.130;2059.15;340.04;1269.24;688.82;2062.95;2193.35;1661.95;1898.02;27.52;0.00;30.15
3.140;2055.93;343.34;1274.30;686.80;2059.98;2193.98;1662.48;1894.46;27.35;0.00;29.96
3.150;2052.71;346.64;1279.33;684.80;2057.01;2194.61;1663.01;1890.92;27.17;0.00;29.77
3.160;2049.50;349.96;1284.34;682.82;2054.04;2195.24;1663.54;1887.38;27.00;0.00;29.58
3.170;2046.29;353.27;1289.32;680.85;2051.07;2195.87;1664.07;1883.85;26.83;0.00;29.39
3.180;2043.08;356.60;1294.26;678.90;2048.10;2196.50;1664.60;1880.33;26.66;0.00;29.20
3.190;2039.87;359.93;1299.18;676.96;2045.14;2197.14;1665.14;1876.81;26.49;0.00;29.02
3.200;2036.67;363.26;1304.07;675.04;2042.17;2197.77;1665.67;1873.31;26.33;0.00;28.84
3.210;2033.46;366.60;1308.93;673.13;2039.20;2198.40;1666.20;1869.81;26.16;0.00;28.66
3.220;2030.26;369.95;1313.76;671.24;2036.23;2199.03;1666.73;1866.32;26.00;0.00;28.48
3.230;2027.06;373.30;1318.57;669.36;2033.26;2199.66;1667.26;1862.84;25.84;0.00;28.30
3.240;2023.86;376.66;1323.35;667.50;2030.30;2200.30;1667.80;1859.36;25.68;0.00;28.12
3.250;2020.66;380.02;1328.09;665.66;2027.33;2200.93;1668.33;1855.90;25.53;0.00;27.95
3.260;2017.47;383.39;1332.82;663.82;2024.36;2201.56;1668.86;1852.44;25.37;0.00;27.77
3.270;2014.28;386.76;1337.51;662.01;2021.40;2202.20;1669.40;1848.98;25.22;0.00;27.60
3.280;2011.08;390.13;1342.17;660.20;2018.43;2202.83;1669.93;1845.54;25.07;0.00;27.43
3.290;2007.90;393.51;1346.81;658.42;2015.46;2203.46;1670.46;1842.10;24.92;0.00;27.26
3.300;2004.71;396.90;1351.42;656.64;2012.49;2204.09;1670.99;1838.67;24.77;0.00;27.09
3.310;2001.52;400.29;1356.01;654.88;2009.53;2204.73;1671.53;1835.25;24.63;0.00;26.93
3.320;1998.34;403.68;1360.57;653.14;2006.56;2205.36;1672.06;1831.83;24.48;0.00;26.76
3.330;1995.16;407.08;1365.10;651.40;2003.59;2205.99;1672.59;1828.42;24.34;0.00;26.60
3.340;1991.97;410.49;1369.60;649.68;2000.63;2206.63;1673.13;1825.02;24.20;0.00;26.44
3.350;1988.80;413.89;1374.08;647.98;1997.66;2207.26;1673.66;1821.63;24.06;0.00;26.28
3.360;1985.62;417.31;1378.53;646.29;1994.70;2207.90;1674.20;1818.24;23.92;0.00;26.12
3.370;1982.44;420.72;1382.96;644.61;1991.73;2208.53;1674.73;1814.86;23.78;0.00;25.96
3.380;1979.27;424.14;1387.36;642.94;1988.76;2209.16;1675.26;1811.48;23.65;0.00;25.81
3.390;1976.10;427.56;1391.73;641.29;1985.80;2209.80;1675.80;1808.12;23.51;0.00;25.65
3.400;1972.93;430.99;1396.08;639.65;1982.83;2210.43;1676.33;1804.75;23.38;0.00;25.50
3.410;1969.76;434.42;1400.40;638.03;1979.87;2211.07;1676.87;1801.40;23.25;0.00;25.34
3.420;1966.59;437.86;1404.70;636.41;1976.90;2211.70;1677.40;1798.05;23.12;0.00;25.19
3.430;1963.43;441.30;1408.97;634.81;1973.93;2212.33;1677.93;1794.71;22.99;0.00;25.04
3.440;1960.26;444.74;1413.22;633.22;1970.97;2212.97;1678.47;1791.37;22.87;0.00;24.89
3.450;1957.10;448.19;1417.44;631.65;1968.00;2213.60;1679.00;1788.04;22.74;0.00;24.75
3.460;1953.94;451.64;1421.64;630.08;1965.04;2214.24;1679.54;1784.72;22.62;0.00;24.60
3.470;1950.78;455.09;1425.81;628.53;1962.07;2214.87;1680.07;1781.40;22.50;0.00;24.46
3.480;1947.63;458.55;1429.96;626.99;1959.11;2215.51;1680.61;1778.09;22.38;0.00;24.31
3.490;1944.47;462.01;1434.08;625.47;1956.14;2216.14;1681.14;1774.79;22.26;0.00;24.17
3.500;1941.32;465.47;1438.18;623.95;1953.18;2216.78;1681.68;1771.49;22.14;0.00;24.03
3.510;1938.16;468.93;1442.26;622.45;1950.21;2217.41;1682.21;1768.20;22.02;0.00;23.89
3.520;1935.01;472.40;1446.31;620.96;1947.25;2218.05;1682.75;1764.91;21.90;0.00;23.75
3.530;1931.86;475.88;1450.34;619.48;1944.28;2218.68;1683.28;1761.63;21.79;0.00;23.61
3.540;1928.72;479.35;1454.34;618.01;1941.32;2219.32;1683.82;1758.35;21.68;0.00;23.47
3.550;1925.57;482.83;1458.32;616.55;1938.35;2219.95;1684.35;1755.08;21.56;0.00;23.33
3.560;1922.43;486.31;1462.28;615.10;1935.39;2220.59;1684.89;1751.82;21.45;0.00;23.20
3.570;1919.28;489.80;1466.21;613.67;1932.43;2221.23;1685.43;1748.56;21.34;0.00;23.06
3.580;1916.14;493.28;1470.12;612.25;1929.46;2221.86;1685.96;1745.30;21.23;0.00;22.93
3.590;1913.00;496.77;1474.00;610.83;1926.50;2222.50;1686.50;1742.05;21.13;0.00;22.80
3.600;1909.86;500.26;1477.87;609.43;1923.53;2223.13;1687.03;1738.81;21.02;0.00;22.67
3.610;1906.73;503.76;1481.71;608.04;1920.57;2223.77;1687.57;1735.57;20.92;0.00;22.54
3.620;1903.59;507.26;1485.53;606.66;1917.61;2224.41;1688.11;1732.34;20.81;0.00;22.41
3.630;1900.46;510.76;1489.32;605.29;1914.64;2225.04;1688.64;1729.12;20.71;0.00;22.28
3.640;1897.32;514.26;1493.09;603.94;1911.68;2225.68;1689.18;1725.89;20.61;0.00;22.15
3.650;1894.19;517.76;1496.84;602.59;1908.72;2226.32;1689.72;1722.68;20.50;0.00;22.03
3.660;1891.06;521.27;1500.57;601.25;1905.75;2226.95;1690.25;1719.47;20.40;0.00;21.90
3.670;1887.94;524.78;1504.28;599.92;1902.79;2227.59;1690.79;1716.26;20.31;0.00;21.78
3.680;1884.81;528.29;1507.96;598.61;1899.83;2228.23;1691.33;1713.06;20.21;0.00;21.65
3.690;1881.68;531.81;1511.62;597.30;1896.86;2228.86;1691.86;1709.86;20.11;0.00;21.53
3.700;1878.56;535.32;1515.26;596.00;1893.90;2229.50;1692.40;1706.67;20.02;0.00;21.41
3.710;1875.44;538.84;1518.88;594.72;1890.94;2230.14;1692.94;1703.48;19.92;0.00;21.29
3.720;1872.32;542.36;1522.48;593.44;1887.98;2230.78;1693.48;1700.30;19.83;0.00;21.17
3.730;1869.20;545.88;1526.05;592.18;1885.01;2231.41;1694.01;1697.12;19.73;0.00;21.05
3.740;1866.08;549.41;1529.61;590.92;1882.05;2232.05;1694.55;1693.95;19.64;0.00;20.93
3.750;1862.96;552.93;1533.14;589.67;1879.09;2232.69;1695.09;1690.78;19.55;0.00;20.81
3.760;1859.85;556.46;1536.65;588.43;1876.13;2233.33;1695.63;1687.62;19.46;0.00;20.70
3.770;1856.74;559.99;1540.14;587.21;1873.16;2233.96;1696.16;1684.46;19.37;0.00;20.58
3.780;1853.62;563.53;1543.61;585.99;1870.20;2234.60;1696.70;1681.31;19.28;0.00;20.47
3.790;1850.51;567.06;1547.06;584.78;1867.24;2235.24;1697.24;1678.16;19.20;0.00;20.35
3.800;1847.40;570.60;1550.48;583.58;1864.28;2235.88;1697.78;1675.01;19.11;0.00;20.24
3.810;1844.29;574.13;1553.89;582.39;1861.32;2236.52;1698.32;1671.87;19.02;0.00;20.13
3.820;1841.19;577.67;1557.28;581.21;1858.35;2237.15;1698.85;1668.73;18.94;0.00;20.02
3.830;1838.08;581.21;1560.64;580.04;1855.39;2237.79;1699.39;1665.60;18.86;0.00;19.91
3.840;1834.98;584.75;1563.99;578.88;1852.43;2238.43;1699.93;1662.47;18.77;0.00;19.79
3.850;1831.87;588.30;1567.31;577.72;1849.47;2239.07;1700.47;1659.35;18.69;0.00;19.69
3.860;1828.77;591.84;1570.62;576.58;1846.51;2239.71;1701.01;1656.23;18.61;0.00;19.58
3.870;1825.67;595.39;1573.91;575.44;1843.55;2240.35;1701.55;1653.11;18.53;0.00;19.47
3.880;1822.57;598.94;1577.17;574.31;1840.59;2240.99;1702.09;1650.00;18.45;0.00;19.36
3.890;1819.48;602.49;1580.42;573.20;1837.62;2241.62;1702.62;1646.89;18.37;0.00;19.26
3.900;1816.38;606.04;1583.64;572.09;1834.66;2242.26;1703.16;1643.79;18.29;0.00;19.15
3.910;1813.29;609.59;1586.85;570.98;1831.70;2242.90;1703.70;1640.69;18.22;0.00;19.04
3.920;1810.19;613.14;1590.04;569.89;1828.74;2243.54;1704.24;1637.59;18.14;0.00;18.94
3.930;1807.10;616.70;1593.20;568.81;1825.78;2244.18;1704.78;1634.50;18.06;0.00;18.84
3.940;1804.01;620.25;1596.35;567.73;1822.82;2244.82;1705.32;1631.41;17.99;0.00;18.73
3.950;1800.92;623.81;1599.48;566.66;1819.86;2245.46;1705.86;1628.33;17.91;0.00;18.63
3.960;1797.83;627.37;1602.59;565.61;1816.90;2246.10;1706.40;1625.24;17.84;0.00;18.53
3.970;1794.74;630.93;1605.68;564.55;1813.94;2246.74;1706.94;1622.17;17.77;0.00;18.43
3.980;1791.66;634.49;1608.75;563.51;1810.98;2247.38;1707.48;1619.09;17.70;0.00;18.33
3.990;1788.57;638.05;1611.81;562.48;1808.02;2248.02;1708.02;1616.02;17.62;0.00;18.23
4.000;1785.49;641.61;1614.84;561.45;1805.06;2248.66;1708.56;1612.96;17.55;0.00;18.13
4.010;1782.41;645.18;1617.86;560.43;1802.10;2249.30;1709.10;1609.90;17.48;0.00;18.03
4.020;1779.33;648.74;1620.85;559.42;1799.14;2249.94;1709.64;1606.84;17.41;0.00;17.93
4.030;1776.25;652.31;1623.83;558.42;1796.18;2250.58;1710.18;1603.78;17.35;0.00;17.84
4.040;1773.17;655.87;1626.79;557.42;1793.22;2251.22;1710.72;1600.73;17.28;0.00;17.74
4.050;1770.09;659.44;1629.74;556.44;1790.26;2251.86;1711.26;1597.68;17.21;0.00;17.64
4.060;1767.01;663.01;1632.66;555.46;1787.30;2252.50;1711.80;1594.63;17.14;0.00;17.55
4.070;1763.94;666.58;1635.57;554.48;1784.34;2253.14;1712.34;1591.59;17.08;0.00;17.45
4.080;1760.87;670.15;1638.46;553.52;1781.38;2253.78;1712.88;1588.55;17.01;0.00;17.36
4.090;1757.79;673.72;1641.33;552.56;1778.43;2254.43;1713.43;1585.52;16.95;0.00;17.26
4.100;1754.72;677.29;1644.18;551.61;1775.47;2255.07;1713.97;1582.48;16.89;0.00;17.17
4.110;1751.65;680.86;1647.01;550.67;1772.51;2255.71;1714.51;1579.46;16.82;0.00;17.08
4.120;1748.58;684.43;1649.83;549.74;1769.55;2256.35;1715.05;1576.43;16.76;0.00;16.99
4.130;1745.51;688.01;1652.63;548.81;1766.59;2256.99;1715.59;1573.41;16.70;0.00;16.89
4.140;1742.45;691.58;1655.41;547.89;1763.63;2257.63;1716.13;1570.39;16.64;0.00;16.80
4.150;1739.38;695.16;1658.18;546.97;1760.67;2258.27;1716.67;1567.37;16.58;0.00;16.71
4.160;1736.32;698.73;1660.93;546.07;1757.72;2258.92;1717.22;1564.36;16.51;0.00;16.62
4.170;1733.25;702.31;1663.66;545.17;1754.76;2259.56;1717.76;1561.35;16.46;0.00;16.53
4.180;1730.19;705.88;1666.37;544.28;1751.80;2260.20;1718.30;1558.34;16.40;0.00;16.45
4.190;1727.13;709.46;1669.07;543.39;1748.84;2260.84;1718.84;1555.33;16.34;0.00;16.36
4.200;1724.07;713.04;1671.75;542.51;1745.88;2261.48;1719.38;1552.33;16.28;0.00;16.27
4.210;1721.01;716.61;1674.41;541.64;1742.93;2262.13;1719.93;1549.33;16.22;0.00;16.18
4.220;1717.96;720.19;1677.05;540.78;1739.97;2262.77;1720.47;1546.34;16.17;0.00;16.10
4.230;1714.90;723.77;1679.68;539.92;1737.01;2263.41;1721.01;1543.34;16.11;0.00;16.01
4.240;1711.84;727.35;1682.30;539.07;1734.05;2264.05;1721.55;1540.35;16.05;0.00;15.92
4.250;1708.79;730.93;1684.89;538.23;1731.10;2264.70;1722.10;1537.37;16.00;0.00;15.84
4.260;1705.74;734.51;1687.47;537.39;1728.14;2265.34;1722.64;1534.38;15.94;0.00;15.75
4.270;1702.68;738.09;1690.04;536.56;1725.18;2265.98;1723.18;1531.40;15.89;0.00;15.67
4.280;1699.63;741.67;1692.58;535.73;1722.22;2266.62;1723.72;1528.42;15.84;0.00;15.59
4.290;1696.58;745.25;1695.11;534.92;1719.27;2267.27;1724.27;1525.44;15.78;0.00;15.50
4.300;1693.54;748.83;1697.63;534.10;1716.31;2267.91;1724.81;1522.47;15.73;0.00;15.42
4.310;1690.49;752.41;1700.13;533.30;1713.35;2268.55;1725.35;1519.50;15.68;0.00;15.34
4.320;1687.44;755.99;1702.61;532.50;1710.40;2269.20;1725.90;1516.53;15.63;0.00;15.25
4.330;1684.40;759.57;1705.08;531.71;1707.44;2269.84;1726.44;1513.56;15.58;0.00;15.17
4.340;1681.35;763.15;1707.53;530.92;1704.48;2270.48;1726.98;1510.60;15.53;0.00;15.09
4.350;1678.31;766.73;1709.97;530.14;1701.53;2271.13;1727.53;1507.63;15.48;0.00;15.01
4.360;1675.27;770.32;1712.39;529.37;1698.57;2271.77;1728.07;1504.67;15.43;0.00;14.93
4.370;1672.22;773.90;1714.79;528.60;1695.61;2272.41;1728.61;1501.72;15.38;0.00;14.85
4.380;1669.18;777.48;1717.18;527.84;1692.66;2273.06;1729.16;1498.76;15.33;0.00;14.77
4.390;1666.15;781.06;1719.56;527.08;1689.70;2273.70;1729.70;1495.81;15.28;0.00;14.69
4.400;1663.11;784.64;1721.91;526.33;1686.75;2274.35;1730.25;1492.86;15.23;0.00;14.61
4.410;1660.07;788.23;1724.26;525.59;1683.79;2274.99;1730.79;1489.91;15.19;0.00;14.54
4.420;1657.03;791.81;1726.59;524.85;1680.83;2275.63;1731.33;1486.97;15.14;0.00;14.46
4.430;1654.00;795.39;1728.90;524.12;1677.88;2276.28;1731.88;1484.03;15.09;0.00;14.38
4.440;1650.97;798.97;1731.20;523.39;1674.92;2276.92;1732.42;1481.08;15.05;0.00;14.30
4.450;1647.93;802.55;1733.48;522.67;1671.97;2277.57;1732.97;1478.15;15.00;0.00;14.23
4.460;1644.90;806.14;1735.75;521.96;1669.01;2278.21;1733.51;1475.21;14.96;0.00;14.15
4.470;1641.87;809.72;1738.00;521.25;1666.06;2278.86;1734.06;1472.28;14.91;0.00;14.08
4.480;1638.84;813.30;1740.24;520.54;1663.10;2279.50;1734.60;1469.34;14.87;0.00;14.00
4.490;1635.81;816.88;1742.47;519.85;1660.15;2280.15;1735.15;1466.41;14.82;0.00;13.93
4.500;1632.78;820.46;1744.68;519.15;1657.19;2280.79;1735.69;1463.49;14.78;0.00;13.85
4.510;1629.76;824.05;1746.87;518.47;1654.24;2281.44;1736.24;1460.56;14.74;0.00;13.78
4.520;1626.73;827.63;1749.05;517.79;1651.28;2282.08;1736.78;1457.64;14.69;0.00;13.70
4.530;1623.71;831.21;1751.22;517.11;1648.33;2282.73;1737.33;1454.72;14.65;0.00;13.63
4.540;1620.68;834.79;1753.37;516.44;1645.37;2283.37;1737.87;1451.80;14.61;0.00;13.56
4.550;1617.66;838.37;1755.51;515.77;1642.42;2284.02;1738.42;1448.88;14.57;0.00;13.48
4.560;1614.64;841.95;1757.63;515.12;1639.47;2284.67;1738.97;1445.96;14.53;0.00;13.41
4.570;1611.62;845.53;1759.74;514.46;1636.51;2285.31;1739.51;1443.05;14.49;0.00;13.34
4.580;1608.59;849.11;1761.84;513.81;1633.56;2285.96;1740.06;1440.14;14.45;0.00;13.27
4.590;1605.58;852.69;1763.92;513.17;1630.60;2286.60;1740.60;1437.23;14.41;0.00;13.20
4.600;1602.56;856.27;1765.99;512.53;1627.65;2287.25;1741.15;1434.32;14.37;0.00;13.12
4.610;1599.54;859.85;1768.05;511.90;1624.70;2287.90;1741.70;1431.41;14.33;0.00;13.05
4.620;1596.52;863.43;1770.09;511.27;1621.74;2288.54;1742.24;1428.51;14.29;0.00;12.98
4.630;1593.51;867.01;1772.11;510.64;1618.79;2289.19;1742.79;1425.61;14.25;0.00;12.91
4.640;1590.49;870.59;1774.13;510.03;1615.83;2289.83;1743.33;1422.70;14.21;0.00;12.84
4.650;1587.48;874.17;1776.13;509.41;1612.88;2290.48;1743.88;1419.81;14.18;0.00;12.77
4.660;1584.47;877.75;1778.11;508.80;1609.93;2291.13;1744.43;1416.91;14.14;0.00;12.70
4.670;1581.46;881.32;1780.09;508.20;1606.97;2291.77;1744.97;1414.01;14.10;0.00;12.64
4.680;1578.45;884.90;1782.05;507.60;1604.02;2292.42;1745.52;1411.12;14.07;0.00;12.57
4.690;1575.44;888.48;1784.00;507.01;1601.07;2293.07;1746.07;1408.23;14.03;0.00;12.50
4.700;1572.43;892.06;1785.93;506.42;1598.12;2293.72;1746.62;1405.34;14.00;0.00;12.43
4.710;1569.42;895.63;1787.85;505.84;1595.16;2294.36;1747.16;1402.45;13.96;0.00;12.36
4.720;1566.41;899.21;1789.76;505.26;1592.21;2295.01;1747.71;1399.56;13.92;0.00;12.30
4.730;1563.41;902.78;1791.65;504.68;1589.26;2295.66;1748.26;1396.67;13.89;0.00;12.23
4.740;1560.40;906.36;1793.53;504.11;1586.30;2296.30;1748.80;1393.79;13.86;0.00;12.16
4.750;1557.40;909.93;1795.40;503.55;1583.35;2296.95;1749.35;1390.91;13.82;0.00;12.10
4.760;1554.39;913.51;1797.26;502.99;1580.40;2297.60;1749.90;1388.03;13.79;0.00;12.03
4.770;1551.39;917.08;1799.10;502.43;1577.45;2298.25;1750.45;1385.15;13.75;0.00;11.97
4.780;1548.39;920.66;1800.94;501.88;1574.50;2298.90;1751.00;1382.27;13.72;0.00;11.90
4.790;1545.39;924.23;1802.75;501.33;1571.54;2299.54;1751.54;1379.39;13.69;0.00;11.83
4.800;1542.39;927.80;1804.56;500.79;1568.59;2300.19;1752.09;1376.52;13.66;0.00;11.77
4.810;1539.39;931.37;1806.35;500.25;1565.64;2300.84;1752.64;1373.64;13.62;0.00;11.71
